id		father		cost
23834		76264		1.20
62966		63055		1.20
84796		28199		1.20
55878		77702		1.20
71781		11595		1.20
25081		73237		1.20
40330		42739		1.20
91039		45948		1.20
16985		66670		1.20
55202		31046		1.20
90817		59151		1.20
22974		16011		1.20
35634		31400		1.21
74812		32067		1.21
78750		6022		1.21
62618		84744		1.21
62003		40537		1.21
32552		30380		1.21
46908		95992		1.21
79162		41117		1.21
82048		59240		1.21
22651		34552		1.21
86587		84898		1.21
69505		32983		1.21
94974		15111		1.21
10670		90952		1.21
91628		26841		1.21
59489		39601		1.21
29620		69839		1.21
81466		35321		1.21
77236		82021		1.21
91105		4493		1.21
55293		55272		1.21
76268		43166		1.21
65437		50625		1.21
56171		83160		1.21
7949		59478		1.21
91277		42669		1.21
1650		84140		1.21
19516		25808		1.21
92294		84948		1.21
18188		19891		1.21
84245		29544		1.21
41819		86650		1.21
98452		1689		1.21
12060		99692		1.21
49401		50189		1.21
23178		78713		1.21
61140		92165		1.21
44946		4848		1.21
87342		66150		1.21
37076		95750		1.21
10473		96718		1.21
51218		59551		1.21
49195		4121		1.21
13603		49289		1.21
7936		61233		1.21
83540		157		1.21
79425		87570		1.21
67076		14088		1.21
46154		48689		1.21
54408		40044		1.21
75616		8014		1.21
61713		37176		1.21
40606		86117		1.21
91494		94452		1.21
46189		34506		1.21
29513		79062		1.21
43313		1985		1.21
95889		16593		1.21
82679		19054		1.21
21578		35072		1.21
79852		19183		1.21
90252		23468		1.21
63884		96024		1.21
69242		9549		1.21
93244		45092		1.21
101		25081		1.21
36248		44853		1.21
92957		13669		1.21
36629		63795		1.21
55062		84917		1.21
93539		50334		1.21
93335		5336		1.21
12763		16985		1.21
99139		31046		1.21
26257		19709		1.22
2627		78750		1.22
11429		98324		1.22
13334		90679		1.22
29997		31541		1.22
16674		56925		1.22
85558		801		1.22
17791		93237		1.22
19141		30380		1.22
75401		10169		1.22
97152		77310		1.22
96147		15750		1.22
65036		96652		1.22
40600		23010		1.22
69368		34548		1.22
73387		31518		1.22
60098		26242		1.22
10967		36617		1.22
26391		31507		1.22
86961		83186		1.22
85560		62219		1.22
19808		95787		1.22
95384		66051		1.22
51203		93920		1.22
69140		8638		1.22
24706		21395		1.22
59449		69140		1.22
34262		51521		1.22
99904		3208		1.22
66545		69635		1.22
57918		14573		1.22
27943		59540		1.22
57960		45629		1.22
70632		92165		1.22
10192		48787		1.22
50047		23756		1.22
68882		57102		1.22
45423		14673		1.22
92842		57829		1.22
39072		9274		1.22
51763		157		1.22
92448		39072		1.22
33737		95139		1.22
8780		47996		1.22
87043		46253		1.22
6287		66373		1.22
71976		71693		1.22
60678		38024		1.22
95741		28705		1.22
74077		50285		1.22
51399		20925		1.22
19747		65550		1.22
61330		59336		1.22
42648		93539		1.22
95727		17546		1.22
41161		94864		1.22
4636		14295		1.22
77843		78482		1.22
94514		85254		1.22
7126		13669		1.22
15475		70341		1.22
91485		7126		1.22
48377		52517		1.22
49546		34429		1.22
31331		44398		1.22
22324		62069		1.23
6941		15750		1.23
42759		83160		1.23
71770		42395		1.23
98097		42395		1.23
57230		91937		1.23
29074		64396		1.23
93149		33078		1.23
25501		17322		1.23
13604		77310		1.23
39420		56777		1.23
86178		40968		1.23
79935		13993		1.23
35061		67538		1.23
32259		13604		1.23
16187		46918		1.23
89355		10670		1.23
91269		91628		1.23
